id	text	misogynous	aggressiveness	nps	clean
3639	@Guidorizzi82 @sdrughi @GinoGinopinto64 @Isabella___xx I tuoi amichetti mi hanno spesso dato della troia della succhia cazzi, mi hanno augurato la morte e tu hai pure io coraggio di parlare ?? Dai levati dal cazzo su	0	0	@Guidorizzi82 @sdrughi @GinoGinopinto64 @Isabella___xx I tuoi amichetti mi hanno spesso dato della troia della succhia cazzi, mi hanno augurato la morte e tu hai pure io coraggio di parlare ?? dal cazzo su	i tuoi amichetti mi hanno spesso dato della troia della succhia cazzi, mi hanno augurato la morte e tu hai pure io coraggio di parlare ?? dai levati dal cazzo su
3640	@anna_salvaje Trattasi di una lurida supremazia maschile. Il sesso ha tante sfaccettature, seppur senza amore non fa male a nessuno.  Lo stupro invece è un indelebile tatuaggio dell anima che la persona si porterà addosso a vIta!	0	0	Trattasi di una lurida supremazia maschile Il sesso tante sfaccettature seppur senza amore a nessuno Lo stupro invece è un indelebile tatuaggio dell anima che la persona si porterà addosso a vIta!	trattasi di una lurida supremazia maschile. il sesso ha tante sfaccettature, seppur senza amore non fa male a nessuno. lo stupro invece è un indelebile tatuaggio dell anima che la persona si porterà addosso a vita!
3641	@jeandeIarge almeno non ti chiamano figa di legno scusa	0	0	ti figa di legno	almeno non ti chiamano figa di legno scusa
3642	sorella adolescente che ogni cazzo di mattina urla e si dispera, io non so che cazzo abbia ma sicuro non sta bene, capisco l’adolescenza, i suoi problemi ma non può far sempre ste scene porca puttana	0	0	sorella adolescente che ogni cazzo di mattina urla e si dispera, io non so che cazzo abbia ma sicuro l’adolescenza, i suoi problemi ste scene porca puttana	sorella adolescente che ogni cazzo di mattina urla e si dispera, io non so che cazzo abbia ma sicuro non sta bene, capisco l’adolescenza, i suoi problemi ma non può far sempre ste scene porca puttana
3643	@MAUMAU_1976 Per rispettare una certa progressione nell'insulto, nell'ordine ti direi: ateo, arricchito, culone e succhiacazzi #lelegante	0	0	una certa progressione nell'insulto nell'ordine ti , culone e succhiacazzi #	per rispettare una certa progressione nell'insulto, nell'ordine ti direi: ateo, arricchito, culone e succhiacazzi #lelegante
3644	È UNA VESPA E IO SONO ALLERGICA CHE CAZZO TROIA BERTA BESTIE DI SATANA CHE COSA VOLETE DA ME ANDATE VIA	0	0	È UNA VESPA E IO SONO ALLERGICA CHE CAZZO TROIA BERTA BESTIE DI SATANA CHE COSA VOLETE DA ME ANDATE VIA	è una vespa e io sono allergica che cazzo troia berta bestie di satana che cosa volete da me andate via
3645	Trasgressione non vuol dire Puttanone eh... #Uominiedonne	0	0	Trasgressione Puttanone eh ... #Uominiedonne	trasgressione non vuol dire puttanone eh... #uominiedonne
3646	@jason05_ @Ster317 Avevo letto puttanone	0	0	@Ster317 puttanone	avevo letto puttanone
3647	A volte ripenso alla voce off della pubblicità di Golden Lady che diceva “Come un puttanone” e mi chiedo se non fossi sotto effetto di sostanze psicotrope senza saperlo.	0	0	A volte alla voce off della pubblicità di Golden Lady che diceva “Come un puttanone” mi se non fossi sotto effetto di sostanze psicotrope	a volte ripenso alla voce off della pubblicità di golden lady che diceva “come un puttanone” e mi chiedo se non fossi sotto effetto di sostanze psicotrope senza saperlo.
3648	L'ex ministro Mario Landolfi prende a schiaffi l'inviato di Giletti [VIDEO] https://t.co/lUyAAgjqLn ok se ne sono andati a puttane tutti i vitalizzi!  ci sono azioni che possono essere soltanto a responsabiità personale	0	0	L'ex ministro Mario Landolfi a schiaffi l'inviato di Giletti [VIDEO] https://t.co/lUyAAgjqLn ok se ne a puttane tutti i vitalizzi ci azioni che possono essere soltanto a responsabiità personale	l'ex ministro mario landolfi prende a schiaffi l'inviato di giletti [video] ok se ne sono andati a puttane tutti i vitalizzi! ci sono azioni che possono essere soltanto a responsabiità personale
3649	#GF15 Fra tutte preferisco Alessia, potrebbe tirarsela di più, poteva scoprirsi di più come le altre, maha optato per un outfit meno da puttanone e un balletto meno provocante.	0	0	#GF15 Fra tutte preferisco Alessia, come le altre, maha optato per un outfit meno da puttanone e un balletto meno provocante	#gf15 fra tutte preferisco alessia, potrebbe tirarsela di più, poteva scoprirsi di più come le altre, maha optato per un outfit meno da puttanone e un balletto meno provocante.
3650	@InguaribilAcida Mannaggia la puttana! e scusa il torpiloquio ma tanto ho visto che non ti scandalizzi ??	0	0	la puttana e scusa il torpiloquio ma tanto ho visto che non ti scandalizzi ??	mannaggia la puttana! e scusa il torpiloquio ma tanto ho visto che non ti scandalizzi ??
3651	I cazzi vostri della vita reale lasciateli fuori da tuider puttana la.madonna. Ma guarda che cazzo mi fate scrivere.	0	0	I cazzi vostri della vita reale fuori da tuider puttana la.madonna cazzo mi	i cazzi vostri della vita reale lasciateli fuori da tuider puttana la.madonna. ma guarda che cazzo mi fate scrivere.
3652	Porca puttana che cazzo vuol dire che è morto Avicii è un brutto scherzo che cazzo state dicendo	0	0	Porca puttana che cazzo Avicii è un brutto scherzo che cazzo state dicendo	porca puttana che cazzo vuol dire che è morto avicii è un brutto scherzo che cazzo state dicendo
3653	Ma che cazzo sta succedendo porca troia ma seriamente	0	0	che cazzo porca troia ma seriamente	ma che cazzo sta succedendo porca troia ma seriamente
3654	Non mi faceva twittare, figlio di puttana che cazzo fai?	0	0	mi , figlio di puttana che cazzo fai	non mi faceva twittare, figlio di puttana che cazzo fai?
3655	che cazzo vuol dire che è morto Avicii porca troia	0	0	che cazzo Avicii porca troia	che cazzo vuol dire che è morto avicii porca troia
3656	@ioTatinoeArgo Sei sciccccc tu....anche quanto fai il puttanone	0	0	@ioTatinoeArgo Sei sciccccc tu.... anche quanto fai il puttanone	sei sciccccc tu....anche quanto fai il puttanone
3657	Throw back a quando non so come il mio iMessage era collegato a quello di mia mamma e le arrivò il messaggio di una mia vecchia amica che diceva letteralmente “LUIGI BRUTTA TROIA!”	0	0	Throw back a quando non so come il mio iMessage era collegato a quello di mia mamma e le arrivò il messaggio di una mia vecchia amica che diceva letteralmente “LUIGI BRUTTA TROIA!”	throw back a quando non so come il mio imessage era collegato a quello di mia mamma e le arrivò il messaggio di una mia vecchia amica che diceva letteralmente “luigi brutta troia!”
3658	Mia mamma sta malissimo porca troia voglio morire	0	0	Mia mamma porca troia	mia mamma sta malissimo porca troia voglio morire
3659	È SCOMPARSO UN RAGAZZO DI SOLI 28 ANNI CHE CAZZO VE NE FREGA DE ADESSO SONO TUTTI SUOI FAN O MENO MA PORCA TROIA USATE IL CERVELLO	0	0	È SCOMPARSO UN RAGAZZO DI SOLI 28 ANNI CHE CAZZO VE NE FREGA DE ADESSO SONO TUTTI SUOI FAN O MENO MA PORCA TROIA USATE IL CERVELLO	è scomparso un ragazzo di soli 28 anni che cazzo ve ne frega de adesso sono tutti suoi fan o meno ma porca troia usate il cervello
3660	Ma che cazzo dite che è morto Avicii porca la puttana l’ho appena saputo	0	0	che cazzo che Avicii porca la puttana l’	ma che cazzo dite che è morto avicii porca la puttana l’ho appena saputo
3661	@MarioMandzukic9 Mario perché mi piace la figa se no ti scoperei! !!	0	0	@MarioMandzukic9 Mario perché mi piace la figa se no ti scoperei! !!	mario perché mi piace la figa se no ti scoperei! !!
3662	Rega che schifo le feste porca troia VOGLIO ANDARE A CASA A DORMIREEEEEEEEEEEEEE	0	0	Rega che schifo le feste porca troia VOGLIO ANDARE A CASA A DORMIREEEEEEEEEEEEEE	rega che schifo le feste porca troia voglio andare a casa a dormireeeeeeeeeeeeee
3663	@meb Patetica... Di' la verità... Ma che cazzo te ne frega a te della squadra hokey di Bolzano? Una beata mazza! #svp#gigliofracico#MaiPiuPD	0	0	Patetica... Di' la verità... cazzo te ne a te della squadra hokey di Bolzano Una beata mazza! #svp#gigliofracico#MaiPiuPD	patetica... di' la verità... ma che cazzo te ne frega a te della squadra hokey di bolzano? una beata mazza! #svp#gigliofracico#maipiupd
3664	@morettipaolo Ho avuto il buon senso di sfruttare la bolla immobiliare e, di una casa abbastanza schifosa, ne ho ricavate due normali, ma ora stanno perdendo molto valore. Saranno la mia pensione perché io non ne avrò una ufficiale, avendola spezzettata o	0	0	il buon senso di sfruttare la bolla immobiliare e, di una casa abbastanza schifosa, ne ho ricavate due normali molto valore Saranno la mia pensione perché io non ne avrò una ufficiale, avendola spezzettata o	ho avuto il buon senso di sfruttare la bolla immobiliare e, di una casa abbastanza schifosa, ne ho ricavate due normali, ma ora stanno perdendo molto valore. saranno la mia pensione perché io non ne avrò una ufficiale, avendola spezzettata o
3665	figa mia mamma non sa come si arriva alla mia scuola e la devo accompagnare. ma siamo seri?	0	0	figa mia mamma non sa come si arriva alla mia scuola e la devo accompagnare. ma siamo seri?	figa mia mamma non sa come si arriva alla mia scuola e la devo accompagnare. ma siamo seri?
3666	PULENDO LA TAZZA DEL WATER, OGGI MI SONO ACCORTO CHE BERLUSCONI È TORNATO A GALLEGGIARE!Questa è la considerazione che si è guadagnato Berlusconi nel Paese di Angela Merkel, definita da lui: la “Culona Inchiavabile”. https://t.co/Fy2OHbsFBf	0	0	PULENDO LA TAZZA DEL WATER, OGGI MI SONO ACCORTO CHE BERLUSCONI È TORNATO A GALLEGGIARE!Questa è la considerazione che si è guadagnato Berlusconi nel Paese di Angela Merkel, definita da lui: la “Culona Inchiavabile”.	pulendo la tazza del water, oggi mi sono accorto che berlusconi è tornato a galleggiare!questa è la considerazione che si è guadagnato berlusconi nel paese di angela merkel, definita da lui: la “culona inchiavabile”.
3667	Sono stata soprannominata più volte una, testuali parole, figa di legno: SCUSATE SE MI FATE CAGARE E NON LA DO A CANI E PORCI	0	0	più volte una, testuali parole, figa di legno SCUSATE SE MI FATE CAGARE E NON LA DO A CANI E PORCI	sono stata soprannominata più volte una, testuali parole, figa di legno: scusate se mi fate cagare e non la do a cani e porci
3668	‘Hai la mamma puttana’‘Che troione’‘Che puttanone’‘Che zoccola’‘Troia’‘Puttana’‘Figlio di puttana’‘Donnacce’‘Donnette’‘Donnetta da due soldi’Sono insulti sessisti.Nauseata. Sono nauseata.Dovete finirla.	0	0	la mamma puttana’‘Che troione’‘Che puttanone’‘Che zoccola’‘Troia’‘Puttana’‘Figlio di puttana’‘Donnacce’‘Donnette’‘Donnetta da due soldi’Sono insulti sessisti Nauseata.	‘hai la mamma puttana’‘che troione’‘che puttanone’‘che zoccola’‘troia’‘puttana’‘figlio di puttana’‘donnacce’‘donnette’‘donnetta da due soldi’sono insulti sessisti.nauseata. sono nauseata.dovete finirla.
3669	La schifosa,ignobile,indegna,lurida, squallida, “vignetta” di Giannelli sul @Corriere di oggi. Inaccettabile https://t.co/yBg8LJ5JrZ	0	0	La schifosa,ignobile,indegna,lurida, squallida, “vignetta” di Giannelli sul @Corriere di oggi. Inaccettabile https://t.co/yBg8LJ5JrZ	la schifosa,ignobile,indegna,lurida, squallida, “vignetta” di giannelli sul di oggi. inaccettabile
3670	@ilberrettonero Ma se stai li da massimo due settimane, manco hai giocato semifinali e finali ma che cazzo parli berreeee. Vai ad accompagnare @Deejay_Manu98 a puttane	0	0	li da massimo due settimane semifinali e finali che cazzo berreeee @Deejay_Manu98 a puttane	ma se stai li da massimo due settimane, manco hai giocato semifinali e finali ma che cazzo parli berreeee. vai ad accompagnare a puttane
3671	"I was not even good enough to be raped"" se non sei sottomessa come il patriarcato impone non sei degna di essere vittima ma te la sei cercata. Grazie @AsiaArgento per la tua forza #MeToo #slaypatriarchy https://t.co/qMglkaqlQC"""	0	0	"was not even good enough to be raped come il patriarcato di essere vittima ma te la sei cercata @AsiaArgento per la tua forza #MeToo #slaypatriarchy https://t.co/qMglkaqlQC"""	"i was not even good enough to be raped"" se non sei sottomessa come il patriarcato impone non sei degna di essere vittima ma te la sei cercata. grazie per la tua forza #metoo #slaypatriarchy"
3672	@andreastabene_ AHAHAHAHAHAHAHAHAHAHAHAH puttanone in cerca di soldi e potere.	0	0	@andreastabene_ AHAHAHAHAHAHAHAHAHAHAHAH puttanone in cerca di soldi e potere.	ahahahahahahahahahahahah puttanone in cerca di soldi e potere.
3673	Perché nn mettono un tappo normale nelle bottiglie da the invece di sto coso enorme da pompinara che se non faccio attenzione me sbrodolo. #odio #principessa#thefreddo	0	0	un tappo normale nelle bottiglie da pompinara che se non faccio attenzione me sbrodolo #odio #principessa#thefreddo	perché nn mettono un tappo normale nelle bottiglie da the invece di sto coso enorme da pompinara che se non faccio attenzione me sbrodolo. #odio #principessa#thefreddo
3674	del mondo e porca puttana sono libera di avere I MIEI gusti soggettivi ed essere innamorata dei Queen o dei Black Sabbath, avere come sogno quello di un concerto di Beyoncé ma comunque ascoltarmi in macchina Tedua o Ghali o che ne so Benji e Fede A VOI CHE CAZZO FREGA	0	0	del mondo e porca puttana I MIEI gusti soggettivi dei Queen o dei Black Sabbath come sogno quello di un concerto di Beyoncé in macchina Tedua o Ghali che ne Benji e Fede A VOI CHE CAZZO FREGA	del mondo e porca puttana sono libera di avere i miei gusti soggettivi ed essere innamorata dei queen o dei black sabbath, avere come sogno quello di un concerto di beyoncé ma comunque ascoltarmi in macchina tedua o ghali o che ne so benji e fede a voi che cazzo frega
3675	@myubari Ma che cazzo di problemi ha la gentePOI MATTONIPorca puttana ma dico io	0	0	@myubari cazzo di problemi la gentePOI MATTONIPorca puttana io	ma che cazzo di problemi ha la gentepoi mattoniporca puttana ma dico io
3676	“ah la faccia da pompinara” scherziamo? ma come vi permettete a dirle delle cose così sconce #Amici17 https://t.co/RxZ5dNDEfk	0	0	“ah la faccia da pompinara” scherziamo? ma come vi permettete a dirle delle cose così sconce #Amici17 https://t.co/RxZ5dNDEfk	“ah la faccia da pompinara” scherziamo? ma come vi permettete a dirle delle cose così sconce #amici17
3677	"@soemiade Lasciamo stare Asia Argento che fa cagare, questi appelli sono strumentali, è come se quando un partner italiano ammazza la sua"" donna, i musulmani ci chiedessero di prendere posizione. Io li manderei a cagare. Lo stesso posto dove purtroppo dev"	0	0	"@soemiade Asia Argento che fa cagare questi appelli un partner italiano la sua"" donna i musulmani ci posizione Io li Lo stesso posto dove purtroppo dev"	"lasciamo stare asia argento che fa cagare, questi appelli sono strumentali, è come se quando un partner italiano ammazza la sua"" donna, i musulmani ci chiedessero di prendere posizione. io li manderei a cagare. lo stesso posto dove purtroppo dev"
3678	dire ad emma che è una “pompinara” non sta ne in cielo, ne in terra ma come cazzo vi permettete stro*** #Amici17	0	0	ad emma che è una “pompinara” ne in cielo ne in terra come cazzo vi stro *** #Amici17	dire ad emma che è una “pompinara” non sta ne in cielo, ne in terra ma come cazzo vi permettete stro*** #amici17
3679	@serracchiani @pdnetwork Ma che cazzo dici?	0	0	@serracchiani @pdnetwork che cazzo	ma che cazzo dici?
3680	@meb ma che cazzo stai dicendo.....!!!	0	0	@meb ma che cazzo stai dicendo.....!!!	ma che cazzo stai dicendo.....!!!
3681	Se poi provo a dire qualcosa sull’arbitro arrivano i figli di puttana moralisti a dire che dobbiamo stare zitti che è colpa nostra! Cagatevi in mano e prendetevi a schiaffi porco Dio, ogni volta con questi è così! TAGLIAVENTO PEZZO DI MERDA #SpalRoma	0	0	qualcosa sull’arbitro i figli di puttana moralisti che è colpa nostra in mano a schiaffi Dio ogni volta con questi TAGLIAVENTO PEZZO DI MERDA #SpalRoma	se poi provo a dire qualcosa sull’arbitro arrivano i figli di puttana moralisti a dire che dobbiamo stare zitti che è colpa nostra! cagatevi in mano e prendetevi a schiaffi porco dio, ogni volta con questi è così! tagliavento pezzo di merda #spalroma
3682	"@soemiade Lasciamo stare Asia Argento che fa cagare, questi appelli mi lasciano un po' freddo. È come se quando un partner italiano ammazza la sua"" donna un musulmano venisse a chiedermi di prendere posizione.Lo manderei a cagare. Come purtroppo in questo"	0	0	"@soemiade Asia Argento che fa cagare questi appelli mi un partner italiano la sua"" donna un musulmano posizione Lo Come purtroppo in questo"	"lasciamo stare asia argento che fa cagare, questi appelli mi lasciano un po' freddo. è come se quando un partner italiano ammazza la sua"" donna un musulmano venisse a chiedermi di prendere posizione.lo manderei a cagare. come purtroppo in questo"
3683	@BebeRussle @zaynmalik Non era intenzionato, mi è uscito! Fatto sta che voglio vedere che cazzo ha combinato Zayn e perché questa storia non la serva quasi nessuno e porca puttana una serie sui 1D ! @zaynmalik  ti tartasserò fino alla fine dei miei giorni	0	0	@BebeRussle @zaynmalik mi Fatto cazzo Zayn questa storia la quasi nessuno e porca puttana una serie sui 1D ti fino alla fine dei miei giorni	non era intenzionato, mi è uscito! fatto sta che voglio vedere che cazzo ha combinato zayn e perché questa storia non la serva quasi nessuno e porca puttana una serie sui 1d ! ti tartasserò fino alla fine dei miei giorni
3684	@wtunicorn @bettericardi Ma che cazzo vuoi porca troia	0	0	@wtunicorn @bettericardi che cazzo porca troia	ma che cazzo vuoi porca troia
3685	Sì ma porca troia, ti sto cazzo dicendo che ho l'ansia, che ho bisogno di aiuto, MA EHY MANDAMI PURE IN POSTI DOVE PIUTTOSTO MI CALO CANDEGGINA IN GOLA PIUTTOSTO CHE ANDARE	0	0	ma porca troia, ti l'ansia che bisogno di aiuto , MA EHY MANDAMI PURE IN POSTI DOVE PIUTTOSTO MI CALO CANDEGGINA IN GOLA PIUTTOSTO CHE ANDARE	sì ma porca troia, ti sto cazzo dicendo che ho l'ansia, che ho bisogno di aiuto, ma ehy mandami pure in posti dove piuttosto mi calo candeggina in gola piuttosto che andare
3686	"A noi ci cercano a Cagliari e A LAZIO""...""A LAZIO""...ma porca troia che cazzo di disagio. ??? https://t.co/bFGaAgPJpG"""	0	0	"A noi ci a Cagliari e A LAZIO""...""A LAZIO""...ma porca troia che cazzo di disagio https://t.co/bFGaAgPJpG"""	"a noi ci cercano a cagliari e a lazio""...""a lazio""...ma porca troia che cazzo di disagio. ???"
3687	@lizitika17 comunque non sei culona	0	0	@lizitika17 comunque non sei culona	comunque non sei culona
3688	@jup1897 @Superfly_Video Ma perché cazzo lascia fuori sempre Douglas costa porca di quella puttana maiala	0	0	@jup1897 @Superfly_Video cazzo Douglas di quella puttana maiala	ma perché cazzo lascia fuori sempre douglas costa porca di quella puttana maiala
3689	@moschettopres @_Fartzilla @lauraboldrini Mi fa vergognare di appartenere al genere femminile. Lei e Asia Argento.	0	0	@moschettopres @_Fartzilla @lauraboldrini Mi al genere femminile Lei e Asia Argento.	mi fa vergognare di appartenere al genere femminile. lei e asia argento.
3690	sono incazzata e mi sto riguardando le premiazioni. okay.1. mi sono rotta il cazzo dell'australia CHE CAZZO CI FA ALL'EUROVISION2. san marino non smette mai di cagare il cazzo3. porca puttana(due anni)	0	0	mi le premiazioni mi il cazzo dell'australia CHE CAZZO CI FA ALL' san marino il cazzo3 porca puttana(due anni)	sono incazzata e mi sto riguardando le premiazioni. okay.1. mi sono rotta il cazzo dell'australia che cazzo ci fa all'eurovision2. san marino non smette mai di cagare il cazzo3. porca puttana(due anni)
3691	MA CHE PROVA E'MA PORCA TROIAMA CHE CAZZO FATEVI PERDONO SOLO PER SEBASTIAN#AMICI17	0	0	MA CHE PROVA E'MA PORCA TROIAMA CHE CAZZO FATEVI PERDONO SOLO PER SEBASTIAN#AMICI17	ma che prova e'ma porca troiama che cazzo fatevi perdono solo per sebastian#amici17
3692	LUCA TOMMASSINI MA CHE CAZZO TI DICE IL CERVELLO, IO SONO INDIGNATA, ORA ESCE SICURO ZIC, PORCA PUTTANA #Amici17	0	0	LUCA TOMMASSINI MA CHE CAZZO TI DICE IL CERVELLO, IO SONO INDIGNATA, ORA ESCE SICURO ZIC, PORCA PUTTANA #Amici17	luca tommassini ma che cazzo ti dice il cervello, io sono indignata, ora esce sicuro zic, porca puttana #amici17
3693	Perche cazzo vi prendete i cani grossi se poi uscite tutta sera e li lasciate in casa da soli e piangono e abbaiano e la gente vuole dormire porca troia	0	0	Perche cazzo vi i cani grossi tutta sera li in casa la gente porca troia	perche cazzo vi prendete i cani grossi se poi uscite tutta sera e li lasciate in casa da soli e piangono e abbaiano e la gente vuole dormire porca troia
3694	Madonna che sogno schifoso Che schifoCristoChe cazzo c'ho di sbagliato nel cervello porca troia	0	0	Madonna che sogno schifoso Che schifoCristoChe cazzo c'ho di sbagliato nel cervello porca troia	madonna che sogno schifoso che schifocristoche cazzo c'ho di sbagliato nel cervello porca troia
3695	@tom_longobardi @italiano201415 @lauraboldrini Nel mondo che vorrei la Boldrini dovrebbe riguardare questa foto allo stesso modo in cui Asia Argento farebbe con quella in cui slinguazza il dobermann.	0	0	@tom_longobardi @lauraboldrini Nel mondo che vorrei la Boldrini questa foto allo stesso modo in cui Asia Argento farebbe con quella in cui slinguazza il dobermann	nel mondo che vorrei la boldrini dovrebbe riguardare questa foto allo stesso modo in cui asia argento farebbe con quella in cui slinguazza il dobermann.
3696	"mia mamma che ma esci con l'ombelico di fuori come una puttana? Poi a giugno cosa fai?"" La mia è una maglia nera a maniche lunghe che fa vedere un po' di pancia perché i jeans non sono a vita altaBello il femminismo mi dicevano"""	0	0	"mia mamma che ma esci con l'ombelico di fuori come una puttana? a giugno cosa "" La mia è una maglia nera a maniche lunghe che fa vedere un po' di pancia perché i jeans non sono a vita altaBello il femminismo mi dicevano"""	"mia mamma che ma esci con l'ombelico di fuori come una puttana? poi a giugno cosa fai?"" la mia è una maglia nera a maniche lunghe che fa vedere un po' di pancia perché i jeans non sono a vita altabello il femminismo mi dicevano"""
3697	@lauraboldrini Vi riempite di paroloni su leggi che nessuno ha letto fino in fondo. Attaccate sempre la stessa persona. Mi chiedo ma perché cazzo la seguite se vi sta sulle balle? Io non seguo @matteosalvinimi perché secondo me spara una mare si cazzate.	0	0	@lauraboldrini Vi di paroloni su leggi che nessuno ha letto fino in fondo la stessa persona Mi cazzo la seguite se vi sulle balle Io perché secondo me spara una mare si cazzate	vi riempite di paroloni su leggi che nessuno ha letto fino in fondo. attaccate sempre la stessa persona. mi chiedo ma perché cazzo la seguite se vi sta sulle balle? io non seguo perché secondo me spara una mare si cazzate.
3698	"certi ragazzi fanno davvero schifo, si vantando dicendo w la figa"" o ""Ti sbatterei qui sul tavolo"", riportatemi al 1300 quando ci si innamorava  per il  cuor nobile."""	0	0	"certi ragazzi si la figa Ti qui sul tavolo"" riportatemi al 1300 ci si per il  cuor nobile"	"certi ragazzi fanno davvero schifo, si vantando dicendo w la figa"" o ""ti sbatterei qui sul tavolo"", riportatemi al 1300 quando ci si innamorava per il cuor nobile."""
3699	@stanzaselvaggia Speriamo di no a casa anche akasc non lo sopporto il ragazzino troppo falso	0	0	@stanzaselvaggia a casa anche akasc lo il ragazzino troppo falso	speriamo di no a casa anche akasc non lo sopporto il ragazzino troppo falso
3700	@acmilan MA CHE CAZZO AVETE ANCORA DA PUBBLICARE PEZZI DI MERDA? MA VERGOGNATEVI INVECE DI RINGRAZIARE CHE NON MERITATE ALTRO CHE UNO STADIO DESERTO! INDEGNI FIGLI DI PUTTANA. SE VOLETE SCUSARVI DAVVERO, DIMETTETEVI TUTTI DAL PRIMO ALL'ULTIMO CHE HANNO MA	0	0	@acmilan MA CHE CAZZO AVETE ANCORA DA PUBBLICARE PEZZI DI MERDA? MA VERGOGNATEVI INVECE DI RINGRAZIARE CHE NON MERITATE ALTRO CHE UNO STADIO DESERTO! INDEGNI FIGLI DI PUTTANA. SE VOLETE SCUSARVI DAVVERO, DIMETTETEVI TUTTI DAL PRIMO ALL'ULTIMO CHE HANNO MA	ma che cazzo avete ancora da pubblicare pezzi di merda? ma vergognatevi invece di ringraziare che non meritate altro che uno stadio deserto! indegni figli di puttana. se volete scusarvi davvero, dimettetevi tutti dal primo all'ultimo che hanno ma
3701	RT @popolorossoner: @acmilan MA CHE CAZZO AVETE ANCORA DA PUBBLICARE PEZZI DI MERDA? MA VERGOGNATEVI INVECE DI RINGRAZIARE CHE NON MERITATE…	0	0	RT @popolorossoner: @acmilan MA CHE CAZZO AVETE ANCORA DA PUBBLICARE PEZZI DI MERDA? MA VERGOGNATEVI INVECE DI RINGRAZIARE CHE NON MERITATE…	rt ma che cazzo avete ancora da pubblicare pezzi di merda? ma vergognatevi invece di ringraziare che non meritate…
3702	@AsiaArgento https://t.co/31AN8q8hai In Italia non devono più esserci discriminazioni! Ti prego Asia Argento accogli il mio appello! Serena	0	0	@AsiaArgento https://t.co/31AN8q8hai In Italia discriminazioni Ti Asia Argento il mio appello Serena	in italia non devono più esserci discriminazioni! ti prego asia argento accogli il mio appello! serena
3703	"@lauraboldrini La stessa cultura alla quale TU ti sei sottomessa quando hai indossato il velo per rispetto"""""	0	0	"@lauraboldrini La stessa cultura alla quale TU ti sei sottomessa quando hai indossato il velo per rispetto"""""	"la stessa cultura alla quale tu ti sei sottomessa quando hai indossato il velo per rispetto"""""
3704	@SimoTarantino CAZZO DOVETE VINCERE OGGI CAZZO ALTRIMENTI E' INUTILE SETTIMANA PROSSIMA FORZA INTER DA UN NAPOLISTA CHE CAZZO CI VUOLE A FARE UN CAZZO DI GOL PORCA PUTTANA	0	0	@SimoTarantino CAZZO DOVETE VINCERE OGGI CAZZO ALTRIMENTI E' INUTILE SETTIMANA PROSSIMA FORZA INTER DA UN NAPOLISTA CHE CAZZO CI VUOLE A FARE UN CAZZO DI GOL PORCA PUTTANA	cazzo dovete vincere oggi cazzo altrimenti e' inutile settimana prossima forza inter da un napolista che cazzo ci vuole a fare un cazzo di gol porca puttana
3705	@lorenzogemi @bakerstreetgurl @danieldera0422 @tom_longobardi @lauraboldrini Tirano fuori tristi fatti di cronaca compiuti da vigliacchi assassini, quando in certi paesi, la donna è sottomessa e senza diritti, giustificato da un intero stato islamico! Olt	0	0	@lorenzogemi @bakerstreetgurl @danieldera0422 @tom_longobardi @lauraboldrini Tirano fuori tristi fatti di cronaca compiuti da vigliacchi assassini, quando in certi paesi, la donna è sottomessa e senza diritti, giustificato da un intero stato islamico! Olt	tirano fuori tristi fatti di cronaca compiuti da vigliacchi assassini, quando in certi paesi, la donna è sottomessa e senza diritti, giustificato da un intero stato islamico! olt
3706	#ChievoInter che cazzo vede in santon che io non vedo , ma porca troia manco in panchina dovrebbe stare	0	0	#ChievoInter che cazzo vede in santon che io non vedo , ma porca troia manco in panchina dovrebbe stare	#chievointer che cazzo vede in santon che io non vedo , ma porca troia manco in panchina dovrebbe stare
3707	@lauraboldrini Ma se è oscurantista e retrogada perché ti SEI SOTTOMESSA ti piacciono tanto e li vuoi a milioni a casa NOSTRA? https://t.co/oNIKk5Sv5d	0	0	@lauraboldrini ti SOTTOMESSA ti li a milioni a casa NOSTRA	ma se è oscurantista e retrogada perché ti sei sottomessa ti piacciono tanto e li vuoi a milioni a casa nostra?
3708	"#ungiornoinpretura e comunque, sentir dire da una suora mia mamma è una figlia di puttana e se vuoi sapere si chiama GioCulo"", davanti alla madre in questione, è stata una scena di un imbarazzo pazzesco."""	0	0	"#ungiornoinpretura e comunque, sentir dire da una suora mia mamma è una figlia di puttana e se vuoi sapere si chiama GioCulo"", davanti alla madre in questione, è stata una scena di un imbarazzo pazzesco."""	"#ungiornoinpretura e comunque, sentir dire da una suora mia mamma è una figlia di puttana e se vuoi sapere si chiama gioculo"", davanti alla madre in questione, è stata una scena di un imbarazzo pazzesco."""
3709	Siete dei falsi, che cazzo di nervoso. https://t.co/LYfqHYgF0P	0	0	Siete dei falsi, che cazzo di nervoso. https://t.co/LYfqHYgF0P	siete dei falsi, che cazzo di nervoso.
3710	@bettyboop2427 @danieldera0422 @tom_longobardi @lauraboldrini Nell’attesa di sapere chi sono queste “altre donne”, eccone un’altra notoriamente sottomessa https://t.co/mtLldgV2ne	0	0	@bettyboop2427 @danieldera0422 @tom_longobardi @lauraboldrini Nell’attesa di sapere chi sono queste “altre donne”, un’altra notoriamente sottomessa https://t.co/mtLldgV2ne	nell’attesa di sapere chi sono queste “altre donne”, eccone un’altra notoriamente sottomessa
