	id	text	misogynous	aggressiveness	clean
3530	3531	"Non mi hanno mai dato della fifa di legnoFino a pasquetta dopo la sittordicesima volta che sento mi dai un bacio, dai"" Io ""NOOONEEEE""""ma va che é una figa di legno""Eeeeeeeh ti é andata male?!"""	0	0	"mi fifa legnofino pasquetta la sittordicesima volta mi un bacio io noooneeee""""ma una figa ti"
3531	3532	Io ho letto l'intervista in francese non ha mai detti stupro ha detto e stata un grossa inculata il giornalista italiano dovrebbe vergognarsi della traduzione https://t.co/tXkNFzbsjY	0	0	io l'intervista francese stupro inculata il giornalista traduzione https://t.co/txknfzbsjy
3532	3533	Il #Pulitzer a @RonanFarrow è la vittoria di tutte le #donne vittime di #violenza È il loro grido contro gli insulti, la #verità contro ogni tentativo di bugia. È ogni donna che non ce l'ha fatta e che non se l'è cercata. È @AsiaArgento @MIRIANA_TREV @AmbraBattilana @rosemcgowan	0	0	il # pulitzer @ronanfarrow la vittoria le # donne vittime # violenza il loro grido gli insulti la #verità ogni tentativo bugia ogni donna che ce l' se l' @asiaargento @ambrabattilana @rosemcgowan
3533	3534	C’È CHI È PUTINIANO E CHI È PUTTANONA...,,  #agorarai	0	0	c’ chi putiniano chi puttanona # agorarai
3534	3535	@ambienteromano Porca troia che cazzo di amarezza.	0	0	troia che cazzo amarezza
3535	3536	@gabrieleporri @Cadelux Ma che sfiga, continuare i sogni dove si lavora. Manco un po' di figa. ehehehehe	0	0	@cadelux sfiga i sogni si manco un po' figa
3536	3537	@Cabbot_ Poi va beh il fatto che ancora non riusciamo ad accettare che dalla figa esca sangue una volta al mese e chiamare le mestruazioni con il loro nome e tante altre cose, rende tutto molto skomodo	0	0	il fatto figa sangue una volta mese le mestruazioni il loro nome tante altre cose tutto skomodo
3537	3538	"vabè la malattia dei tifosi"" di #Inter , #Milan #Napoli si sa che si chiama #Juventus....poi quando un comico è in crisi di ascolti... #Benatia https://t.co/4q9K8Dz9QY"""	0	0	la malattia tifosi # inter # milan # napoli si si # juventus un comico crisi ascolti # benatia https://t.co/4q9k8dz9qy
3538	3539	Se non te la do, sono una figa di legno, ma se te la do, allora sono troia. Puoi andare dritto a fanculo allora☺️??	0	0	te la una figa legno te la troia fanculo ☺️
3539	3540	Mi hanno appena suonato 6 volte al citofonoMa che cazzo di problemi ha la gente?Tanto lo so che era qualche testimone di geova o qualcuno che chiede soldiMa porca troia ma suonate una volta sola se proprio dovete	0	0	mi volte citofonoma che cazzo problemi la gente?tanto lo qualche testimone geova qualcuno che troia una volta
3540	3541	"Quelli che difendono Benatia devono essere gli stessi che dopo una notizia di uno stupro commentano con sicuramente lei se l'è cercata"", siete ridicoli."""	0	0	quelli che benatia gli stessi che una notizia uno stupro lei se l'
3541	3542	@CarloRM61 @LuxBer Da un puttanone come lui che ti aspetti?	0	0	@carlorm61 @luxber un puttanone lui che ti
3542	3543	@EffeScudata @TifosiBN Ma che cazzo c'entra! Ma non diciamo puttanate! Che cazzo gliene frega alle donne che benatia ha detto che il rigore e stato uno stupro! Ha detto una frase fuori luogo, quindi? Ce gente che da del frocio all'allenatore avversario, t	0	0	@tifosibn che cazzo c' puttanate che cazzo gliene donne che benatia il rigore uno stupro una frase luogo ce gente che del frocio allenatore t
3543	3544	@tuttonapoli Hai fatto una stronzata col Real Madrid e non contento vai in sala stampa a dichiarare che avete subito uno stupro senza dar peso alle parole che dici. Ora pretendi di aver ragione perché nella satita vieni beccato? A vinovo ci verrei io per	0	0	una stronzata real madrid sala stampa uno stupro peso parole che ragione satita vinovo ci io
3544	3545	Retweeted Asia Argento (@AsiaArgento):...Invece in Italia le vittime vengono ancora offese e umiliate. Crocifisse quotidianamente. A quando il cambiamento culturale necessario all’evoluzione femminile nella... https://t.co/G4eF4xWnep	0	0	retweeted asia argento @asiaargento): italia le vittime offese il cambiamento evoluzione
3545	3546	"@perplimimi Seguo perché voglio capire anche io come dire di no, senza sentirmi dare della figa di legno"". Oh, mica possono piacermi tutti... ho già fatto fin troppa beneficienza di quel tipo. Ora basta."""	0	0	@perplimimi io figa legno tutti troppa beneficienza quel tipo
3546	3547	@giada_online @AsiaArgento Asia Argento non era sposata con quello...altra storia quella dei matrimoni.	0	0	@asiaargento asia argento quello altra storia quella matrimoni
3547	3548	LUCA PORCA TROIA GLI SCHIAFFI CHE TI DAREI  #Amici17	0	0	porca troia gli schiaffi che ti darei # amici17
3548	3549	@MIiracleAligner Culona (Bey)AMPalestraModenaAsap RockyAmiche della troppa moda	0	0	@miiraclealigner @miiraclealigner culona bey)ampalestramodenaasap bey)ampalestramodenaasap rockyamiche moda
3549	3550	Applauso a Giordano che ha mandato a puttane tutto... mi dispiace ma io sono troppo pro NICOLO dall’inizio !! Educato, VERO, buono, FIGO EEEE RICCOOOO !!! Ma che cazzo aspetti NIIIII suuuu...  #uominiedonne https://t.co/FyX6qWcoZ6	0	0	giordano che puttane tutto mi io nicolo inizio figo eeee riccoooo che cazzo aspetti niiiii suuuu uominiedonne https://t.co/fyx6qwcoz6
3550	3551	Prese a muoversi molto velocemente e io, che prima non volevo più, iniziai a godere di nuovo sotto i suoi colpi di cazzo ben assestati, lui continuava a tapparmi la bocca e io fingevo di morderlo un bel gioco. Poi mi sussurrò in un orecchio “adesso ti sborro nel culo, troia”! https://t.co/YG0IVBpRc5	0	0	io che i suoi colpi cazzo lui la bocca io un bel gioco mi un orecchio ti culo troia https://t.co/yg0ivbprc5
3551	3552	Io: daje raga come fate a imparare una lingua se non la parlateeeeeeee uscite dalla comfort zoneeee parlateeeeSempre io, quando vedo strafalcioni in una lingua che conosco: ma porca puttana ma che cazzo fate ma perchè non controllate prima di premere invio cazzo merda	0	0	io daje raga una lingua la parlateeeeeeee comfort zoneeee io strafalcioni una lingua che puttana che cazzo invio cazzo
3552	3553	@puccipuccibaucp @rogycp6975 @redandlady @gyrocp7569 @fabioechiara @cinalex69 @Padova69Pd @CPMONELLI @GinoGinaCP @coppia_moderna @Giusepp53909857 @Vertigo_xxx @tutto_per_lei @coppia_vr @HelloItaly80 @LaCoppia1 @KarlPalms @Bacco_th @supervegeta34 @cpsifa2_	0	0	@puccipuccibaucp @redandlady @cinalex69 @padova69pd @cpmonelli @tutto_per_lei @coppia_vr @helloitaly80 @lacoppia1 @bacco_th @supervegeta34 @cpsifa2
3553	3554	All'intervallo parlando con sta mia amica faccio ''X ha un bel culo'' a voce abbastanza alta, mi giro e mica ce l'ho dietro figa	0	0	intervallo amica x un bel culo voce mi ce l' figa
3554	3555	"Amici io voglio fare un appello spudorato: qualcuno mi ospita il 12-13 maggio a vedere la final 4 a kazan? Mia mamma ha detto che al primo porca puttana"" mi caccia di casa e sicuro il primo ""porca puttana"" lo lancerei già quando fanno l'inno della cev"""	0	0	"io un appello qualcuno mi maggio la final kazan mamma puttana mi caccia casa il primo ""porca puttana lo l'inno cev"
3555	3556	Che cazzo si mettono Fav questi mangiacani figli di troia dei Cinesi	0	0	che cazzo si fav mangiacani figli troia cinesi
3556	3557	@stanzaselvaggia Non c’entra nulla con il gf ma trovo crudele aver trasmesso il video di Isabella Biagini ricoverata in un hospice per malati terminali, perché questo è l’Antea. Dove ognuno di noi ha visto morire una persona cara. Mia Mamma ❤️. #vergognat	0	0	@stanzaselvaggia c’ nulla il gf il video isabella biagini un hospice malati questo l’antea ognuno noi una persona mamma # vergognat
3557	3558	A chi accoglie..loro no vero? né Spagna né Austria né la culona https://t.co/WDOcK5HcPw	0	0	chi loro spagna austria la culona https://t.co/wdock5hcpw
3558	3559	Oh Borja puttana.....che sfiga Gaglio#InterCagliari	0	0	borja puttana che sfiga
3559	3560	@stanzaselvaggia Che cazzo te ridi? Pari Gianni Morandi.	0	0	@stanzaselvaggia che cazzo te pari gianni morandi
3560	3561	Metti #dalbert porca troia #spalletti!Anche se metterai il solito bidone improponibile di #eder #InterCagliari #inter #amala	0	0	# dalbert troia il solito bidone # eder # intercagliari # inter # amala
3561	3562	@lbrtpnn Sono belli davvero.E non sono culona, se non rettifichi ti massacro di iMessage...e sai di cosa parlo!	0	0	rettifichi ti massacro imessage cosa
3562	3563	Raga però una cosa,ho capito che la ragazza è snob,vivace e quindi può starvi sul cazzo ma limitatevi a questo,da qui a chiamarla puttanone c’è differenza.Poi se lo è sono affari suoi e denominare subito una donna o una persona in generale in questo modo è da medievali #GF15	0	0	raga una cosa la ragazza cazzo questo puttanone c’ differenza lo affari una donna una persona generale questo modo medievali # gf15
3563	3564	Pd figa di legno??#DiMartedi	0	0	pd figa legno??#dimartedi
3564	3565	"#GF15 Ma la smettete di dare del puttanone"" a qualunque donna non rientri nel vostro stereotipo della ragazza semblige, AVETE ROTTO IL CAZZO, MA CHI VE SE FILA"""	0	0	# gf15 la puttanone qualunque donna stereotipo ragazza semblige avete rotto il il cazzo ma chi ve se fila
3565	3566	"@s_tamburini @PremiumSportHD E se vuoi provare il brivido dello stupro, il prossimo gallo in area te lo metti su per il culo e vedi com'è."" Così termina l'intervento di Crozza...Ah già, ma lui fa satira! E io che pensavo che fosse lui per primo a mancare"	0	0	@premiumsporthd il brivido stupro il prossimo gallo area te lo il culo l'intervento crozza lui satira io che lui
3566	3567	@ah_lisp ME LO CHIEDO DA PIù DI UN ANNO PORCA PUTTANA DOVE SONO CHE CAZZO FANNO, vivo nel terrore che annuncino lo scioglimento perché...davvero, sono passati quasi due anni ormai da blurry face...	0	0	@ah_lisp @ah_lisp me lo chiedo da più un anno porca puttana dove cazzo fanno terrore che lo scioglimento anni blurry face
3567	3568	Mia mamma è uscita alle 9.10 dicendo che andava a lavare la macchina :)Non è ancora tornata :)Ora, donna, davvero, sei antisgamo a sto punto non mentire davvero è una cosa che odio e schifosa di la cazzo di verità ormai non me ne frega più niente	0	0	mamma la macchina donna punto una cosa che la cazzo verità me ne niente
3568	3569	@serracchiani : ho detto a #Renzi che sbagliava e sono stata messa da partema sai che non mi torna proprio, sei stata il suo cagnolino a guinzaglio per 4 annima che cazzo dici ?@MazzOnedaje#PD#PDioti#Governo	0	0	# renzi che partema mi il suo cagnolino guinzaglio che che cazzo
3569	3570	@andreastabene_ @chasingthestars Ma non centra questo dico solamente che dare del puttanone cosi a buffo mi sembra molto ridicolo e di basso livello	0	0	@chasingthestars questo puttanone mi livello
3570	3571	@lebimbedipatri Eh scusa non posso chiedere chi sia? Da puttanone a non puttanone (visto che non lo è)?	0	0	scusa chi puttanone puttanone lo
3571	3572	@lebimbedipatri @andreastabene_ Tranquilla, non mi offendo perché mi hai dato del puttanone per le mie foto. Col cuore ❤️	0	0	tranquilla mi mi puttanone le mie foto cuore
3572	3573	Sono le 04:15 e non riesco a smettere di tremare ma porca troia che cazzo c’ho ora	0	0	troia che che cazzo c’
3573	3574	6.20 sei alla fermata del bus, aspetti il pullman, non fai nulla di strano, non sei manco una bella figa, mi dite che cazzo ci avete da guardare? Voi che passate motorizzati...	0	0	fermata bus aspetti il pullman nulla una bella figa mi cazzo ci voi che
3574	3575	Sempre che mi piace una ragazza, succede la solita storia, che sfiga, porca puttana, non lo posso credere  ??	0	0	mi una ragazza la solita storia che sfiga puttana lo
3575	3576	"Chissà se il gobbo #Benatia #Juventus rilascerà qualche intervistaSarà più grave ad esempio questo di uno stupro calcistitico ai danni di una ""vecchiabaldracca"" no?!? https://t.co/8I0rSCMDAQ"""	0	0	"il gobbo # benatia # juventus esempio questo uno stupro danni una ""vecchiabaldracca https://t.co/8i0rscmdaq"
3576	3577	CHE CAZZO VUOL DIRE PORCA PUTTANA CHI HA I SOLDI PER SPOSTARSI https://t.co/bdMfXaJCgq	0	0	cazzo porca puttana chi i soldi per spostarsi https://t.co/bdmfxajcgq
3577	3578	@Rafficaruso94 Caruso che cazzo dici. Crozza si può permettere di offendere e Benatia zitto? Già gli diedero del marocchino di merda poi traducono con stupro una parola che nella.sua lingua ha altro significato. Crozza fascia protetta invece fa quel che v	0	0	@rafficaruso94 caruso che che cazzo crozza si benatia zitto gli marocchino merda una parola che nella.sua lingua significato crozza fascia quel quel che
3578	3579	Ho assistito a diversi uragani, incidenti, ho visto donne partorire, ne ho viste cose che voi umani non potreste immaginarvi:navi da combattimento in fiamme al largo dei bastioni di Orione,e ho visto i raggi B balenare nel buio vicino alle porte di Tannhäuser. https://t.co/rgpCqNYuOI	0	0	diversi uragani incidenti donne ne cose che voi navi combattimento fiamme largo bastioni orione i raggi b buio alle porte tannhäuser https://t.co/rgpcqnyuoi
3579	3580	diocane porcodio madonna puttana che cazzo faccio porco gesù AAAAAh nemmeno le bestemmie stanno aiutando	0	0	porcodio madonna puttana che che cazzo gesù aaaaah le bestemmie
3580	3581	PROCA TROIA RAGA CHE CAZZO DI LEGGENDA https://t.co/l6WCc8Eckk	0	0	proca troia raga che leggenda https://t.co/l6wcc8eckk
3581	3582	Comunque in tutto questo dramma non ci voleva molto a capire che Benatia non intendesse stupro, principalmente dal contesto ma poi se non conoscete la lingua che cazzo traducete letteralmente cosa siete Google Traduttore	0	0	questo dramma ci benatia stupro contesto la lingua che cazzo cosa google traduttore
3582	3583	Ora tutti contro Barbara D'Urso, il Grande Fratello Nip, le troione, i bonazzi, Malgioglio, Pomeriggio 5 e Domenica Live quando poi è tutta una rosicata perché loro stanno dentro la Casa a Cinecittà e voi fuori a casa vostra in via delle Marmotte Baffute.DAI VIA VIA VIA!!#GF15	0	0	tutti barbara d' urso fratello nip le troione i bonazzi malgioglio pomeriggio domenica live loro la casa cinecittà voi casa via marmotte baffute via via via!!#gf15
3583	3584	E che cazzo https://t.co/TPlnYcE7LH	0	0	
3584	3585	@joejallgdr Ti sbatto in faccia le tettone, poi vedi come resti	0	0	ti faccia le tettone resti
3585	3586	@Benji_Mascolo Ti stupro il cricetooo @Benji_Mascolo	0	0	ti il cricetooo
3586	3587	Figa balena mi sono dimenticata cazzoooo	0	0	figa balena mi cazzoooo
3587	3588	Da domani faranno uscire i Burn The Stage ogni giovedì al posto che Mercoledì.Indovinate chi ha Danza dalle 3:15 alle 4:30 il giovedì e arriva a casa alle 5/5:30?Spoiler: IO PORCA TROIA IO. https://t.co/Q2Gi1uUtPT	0	0	i burn stage ogni giovedì posto mercoledì chi danza il giovedì casa porca troia https://t.co/q2gi1uutpt
3588	3589	@NatySpritzACM Ma che cazzo di fan siete che augurate a una tradita di tornare con il traditore.Ma porca troia io auguro a Giulia di trovare uno che la rispetti #damellis #uominiedonne	0	0	cazzo fan una tradita il traditore troia io giulia uno che la # damellis # uominiedonne
3589	3590	C’è chi mi fa “ eh sì, ti capisco” MA CHE CAZZO VUOI CAPIRE CHE NON HAI UN CAZZO DI PROBLEMA PORCA TROIA	0	0	c’ chi mi ti ma che cazzo vuoi capire che non hai un cazzo problema porca troia
3590	3591	@lousmyqueen Aka mio compagno di classe che mi da della figa di legno solo per sentire l'urlo d'approvazione altrui. Sei diventato più importante dimmi che non sai nemmeno qual'è la differenza tra 'a' senz'acca e 'ha' con l'acca	0	0	aka compagno classe che mi della figa legno l'urlo approvazione qual' la differenza acca l'acca
3591	3592	@ruiu19 Ma che cazzo ci commenti ancora? Ma sta a casa porca puttana. Ma basta. Ma chi ti vuole. Dateci Longoni	0	0	che cazzo ci casa puttana chi ti longoni
3592	3593	@ICusmai @AsiaArgento Se non ricordo male Asia Argento denunci	0	0	@icusmai @icusmai @asiaargento asia argento
3593	3594	@HuffPostItalia Il PD al governo? Ma porca puttana, che cazzo abbiamo votato a fare?! Scusate.	0	0	il pd governo puttana che cazzo
3594	3595	@basta_stop9 Ora spiegami che cazzo ho scritto di male!!tu mi stai attaccando come se le avessi dato della puttana mentre ho semplicemente espresso la mia opinione dicendo che non mi è piaciuto il loro  comportamento,quindi evita di sparare cazzate perché	0	0	spiegami cazzo male!!tu mi le puttana la mia opinione mi comportamento cazzate
3595	3596	Stamattina a tirocinio mi é balenata l’idea di smettere quest’università di merda. Tutti che ti rispondo male, nessuno che abbia voglia di spiegare mezza cosa, e poi prendono per il culo i laureati che “non sanno fare niente”. MA DUE DOMANDE NON VE LE FATE PORCA TROIA?	0	0	tirocinio mi l’idea quest’università merda tutti che ti nessuno che voglia cosa il culo i laureati che niente ma due domande non ve le porca troia
3596	3597	Un so mai stata invidiosa di chi c'aveva più quattrini di me. Ma di chi poteva mangia' quello che cazzo gli pareva senza prende un etto , si.   Sti buhi di hulo maremna troia.	0	0	chi c' quattrini me chi quello che che cazzo gli un etto si    sti buhi hulo maremna troia
3597	3598	"Singhiozzo mio singhiozzo va nell'acqua va nel pozzova dal pozzo alla fontanava nel cuor di chi mi amachi mi ama se lo tenga o sennò mi rivenga""...Potca troia m è  sempre tornato. Che sfiga."""	0	0	singhiozzo acqua pozzova pozzo fontanava cuor chi mi mi lo mi troia che sfiga
3598	3599	Si autodefinisce “LaPsicopatica” e il problema è la figa altrui, tutto il regola cocca! https://t.co/cv75495p9K	0	0	si lapsicopatica il problema la figa il regola cocca https://t.co/cv75495p9 k
3599	3600	Io voglio dire un super vaffaculissimo a chiunque non mi apparenza figa ma che cazzo di problemi hai zio	0	0	io chiunque mi figa cazzo problemi zio
3600	3601	#CrotoneJuve il napoli 3-0 e noi dormiamo.Che cazzo sta facendo sta juve???? Puttana di eva. SVEGLIA PORCA TROIA SVEGLIAAAAAAA.SE FOSSI ALLEGRI LE MAZZATE NEL CULO PROPRIO	0	0	crotonejuve il napoli noi che cazzo juve puttana eva sveglia porca troia svegliaaaaaaa.se fossi allegri le mazzate nel culo proprio
3601	3602	Ma perché cazzo mai con le 2 punte porca puttana troia	0	0	le 2 punte puttana troia
3602	3603	@ManuelVitale75 Figa io non so che cazzo hanno nel cervello non lo so una cosa cosi evidente... sempre la stessa storia. Gol e chiusi in difesa.	0	0	figa io cazzo cervello lo una cosa la stessa storia gol difesa
3603	3604	Se non vinci col Napoli perdi lo scudetto quella troia lurida infame	0	0	napoli lo scudetto quella troia
3604	3605	Meglio che non parlo più stasera perché insulto tutto ciò che esiste....buonanotte porca di quella troia lurida.......SIAMO DEI COGLIONI.....@juventusfc meno proclami sui social e più pedalare perché se non vinciamo questo scudetto siamo dei COGLIONIIIIIIIII!!!!!!! #CrotoneJuve	0	0	tutto ciò che ....buonanotte porca quella troia dei coglioni proclami social questo scudetto dei coglioniiiiiiiii # crotonejuve
3605	3606	ma poi perché cazzo Galinic è sempre titolare porca di quella puttana grazie al cazzo che non tiriamo insieme niente abbiamo una punta andicappata	0	0	cazzo galinic porca puttana grazie al cazzo che niente una punta
3606	3607	@Giorgio853 @annatrieste @MedhiBenatia Che figlio di una gran puttana che sei.. uomo di merda	0	0	@giorgio853 @annatrieste che figlio una gran puttana che uomo merda
3607	3608	QUALCUNO PORCA TROIA MI SPIEGA CHE CAZZO È SUCCESSO?	0	0	qualcuno porca troia mi spiega che cazzo successo
3608	3609	@andrea___182 Ma che cazzo diciamo raga il fatto è che #Gattuso non ha esperienza e sono un pò di partite che non ci sta capendo un cazzo formazione di merda #kalinic in campo Ma porca troia è da ritardati purtroppo manca il coraggio al nostro allenatore	0	0	@andrea___182 che cazzo il fatto # gattuso esperienza un pò partite che ci un cazzo formazione merda # kalinic campo porca troia ritardati il coraggio allenatore
3609	3610	"Non posso leggere commenti tipo ed ora è colpa di Gattuso"", abbiamo 11 titolari, 3 riserve e 20 seghe. Porca troia, è OVVIO CHE SIANO COTTI. Si punta alla finale di Coppa Italia, ed era ovvio che in Champions il #milan non ci arrivasse.Avete visto le rose di Roma, Inter, Lazio?"""	0	0	commenti tipo colpa gattuso titolari riserve seghe porca troia ovvio siano cotti si finale coppa italia champions il # milan ci le rose roma inter lazio
3610	3611	@Stefano_Scarcia Nemmeno la Roma culona del castoro Di Francesco...	0	0	@stefano_scarcia nemmeno la roma culona castoro di francesco
3611	3612	@ilgiornale Spegatemi di buono in questi anni di governo tra sinistra e destra che cazzo hanno fatto didecente per noi! Una minchia !noi popolino ci scorniamo e loro fanno il cazzo che vogliono!ma svegliamoci porca troia	0	0	spegatemi buono questi anni governo sinistra destra che che cazzo noi una minchia noi popolino ci loro il cazzo che vogliono!ma troia
3612	3613	https://t.co/thiyiPOdzSLe vittime siamo noi. Uno #stupro non è mai giustificabile. Mai! E finiamola con la tiritera del se l'è cercata. I mostri sono loro non le vittime. @AsiaArgento @MIRIANA_TREV la violenza non scade mai. MAI!	0	0	vittime noi # stupro la tiritera se l' i mostri loro le vittime @asiaargento @miriana_trev la violenza mai
3613	3614	Lezioni da nessuno. Questo finto perbenismo è ridicolo. Ma che cazzo di male c'è a dire il mio pensiero? Voi siete malati. Capisco se dicessi Rino è un coglione o altro..ma porca troia io non l'ho mai detto..critico alcune scelte e basta. E non ho mai detto spero vada via..anzi.	0	0	lezioni nessuno questo finto perbenismo cazzo male c' il mio pensiero voi rino un coglione altro troia io l' critico alcune scelte
3614	3615	"E forse già mi pacca ed è il terzo giorno che sto col cuore in gola e con tutto in sospeso perché meglio parlarne dal vivo, ma stai tranquilla ?"" SI MA NON PUOI LASCIARE LE PERSONE COSÌ, A STO PUNTO DAMMI UN'IDEA DI COSA POTREBBE SUCCEDERE io sto male figa"""	0	0	mi il terzo giorno che cuore gola tutto vivo si ma puoi lasciare le persone così sto punto dammi idea cosa potrebbe succedere io figa
3615	3616	#CrotoneJuve stamattina riesco ad essere lucida e meno emotiva infatti porca miseriaccia lurida buttati 3 punti cazzarola schifosa	0	0	crotonejuve miseriaccia punti cazzarola
3616	3617	@v3gas INSENSIBILE❤️NON PUOI VENIRE QUA E DARE DELLE TROIE SENZA CONOSCERE LA STORIA. SENZA GUARDARE I TWEET PRECEDENTI SENZA SAPERE CHI SIAMO. HAI UN BIDONE DELL’IMMONDIZIA AL POSTO DEL CUORE. FORSE DOVRESTI STARE A CASA A GUARDARTI SERIE TV E MANGIARE F	0	0	@v3gas insensibile ❤ puoi venire qua dare troie conoscere la storia guardare i tweet precedenti sapere chi siamo un bidone dell’ immondizia al posto del cuore forse dovresti stare casa guardarti serie tv mangiare f
3617	3618	@Gianlu_Sir E che cazzo saranno mesi che me lo vedo spuntare in TL 10 volte al giorno...+FIGA e - CASA DEL PAPEL grazie	0	0	@gianlu_sir che cazzo mesi me lo tl volte giorno +figa casa del papel grazie
3618	3619	@Deborah_Juve Ahahahah detto da chi l’ha assaggiata. E da chi durante la settimana senza le scansatrici e/o arbitri amici....va be ma che cazzo perdo tempo con sta gentaglia. Porca troia hanno anche il coraggio di parlare anche quest’anno il triplete lo f	0	0	@deborah_juve ahahahah chi l’ chi la settimana le scansatrici arbitri che cazzo tempo gentaglia porca troia il coraggio quest’anno il triplete lo
3619	3620	PORCA PUTTANA MA CHE CAZZO È STO LIMIT DI MERDA IO VI APPENDO TUTTI VAFFANCULO	0	0	puttana ma che cazzo sto limit merda appendo tutti vaffanculo
3620	3621	Ma #Salvini lo sa? È putiniano o puttanone? https://t.co/yLwFzhOYSW	0	0	# salvini lo puttanone https://t.co/ylwfzhoysw
3621	3622	io capisco che non sia un'ora consona per dormire ma se vedi che sto dormendo, e si vede perché sono sdraiata sul letto con le coperte e gli occhi chiusi, cerca di fare un minimo silenzio che cazzo sbatti porte e sacchetti e borse ma porca puttana l'educazione e il rispetto	0	0	io un'ora si letto gli occhi un minimo silenzio che cazzo porte sacchetti borse puttana l'educazione il rispetto
3622	3623	@claudioamen63 La terza carica dello stato era lì per una marchetta fatta al precedente governo illegittimoUna lurida cagna razzista con gli ITALIANI	0	0	@claudioamen63 la terza carica stato una marchetta governo illegittimouna cagna gli italiani
3623	3624	@klu85 @egoantonne @lauraboldrini @FedeAngeli A giudicare dal suo profilo la cosa più importante che abbia fatto è farsi bloccare su Twitter da Asia Argento.Cerca di capirlo.	0	0	@lauraboldrini profilo la cosa twitter asia argento
3624	3625	RT @lucaisnardi: Meglio che non parlo più stasera perché insulto tutto ciò che esiste....buonanotte porca di quella troia lurida.......SIAM…	0	0	rt tutto ciò che ....buonanotte porca quella troia siam
3625	3626	OHBPOTCO DIO IO NON TESPIRO CIAOAMORE MI SEI MANCATO TANTISSIMO OH PORCA PUTTANA EVA LURIDAMI SENTO MALISSIMO FJDKNDSKNGKFMTKFMGFK TI AMO TI AMO TI AMO ODDIO SANTO NON RESPIRO https://t.co/esGm0B4Y2D	0	0	ohbpotco dio io tespiro ciaoamore mi sei mancato tantissimo oh porca puttana eva luridami sento malissimo fjdkndskngkfmtkfmgfk ti ti ti amo oddio santo non respiro https://t.co/esgm0b4y2d
3626	3627	Una parte di me pensa “vecchia sti ca, ma sei fortunata a non avere un pene, sennò a quest’ora l’avevi talmente consumato che c’avevi un pocky”E l’altra parte sta ancora urlando un rosario di luridate che eviterò di riportare.Porca puttana. https://t.co/qk6nIQQqSs	0	0	una parte me sti un pene quest’ora l’ c’ un pocky”e l’altra parte un rosario luridate che puttana https://t.co/qk6niqqqss
3627	3628	"@mindtapes Io ne ho uno che ogni tanto ciao,come va?"" e figa...ma che cazzo di esordio è?! Ahhahahha!!!"""	0	0	@mindtapes io ne uno che ogni tanto tanto ciao figa cazzo esordio ahhahahha
3628	3629	CHE CAZZO GA MA TU STAI SCHERZNADO PORCA TROIA TI AMMAZZO MA OH MA TI SEMBRA IL CASO COSÌ DAL NILLA VAFFANCULO https://t.co/0jxXzV4Qr7	0	0	cazzo cazzo ga ma tu stai scherznado porca troia ti ammazzo ma oh ma ti sembra il il caso così dal nilla vaffanculo https://t.co/0jxxzv4qr7
3629	3630	RAGA MA CHE CAZZO STA SUCCEDENDO OGGI DIO MAIALINO:-yoongi e jin postano selca-trovo il mio ultimate - jackson nuova canzone- taemin fotoMA PORCA TROIA NON MI VOLETE SANA DI MENTE	0	0	raga ma che cazzo sta succedendo oggi dio maialino:-yoongi jin selca il mio ultimate - jackson nuova canzone- taemin fotoma porca troia non mi sana mente
3630	3631	Sto leggendo quel libro in cui Philip Roth parla sempre di cazzi, palle, sperma, figa, mestruo e di quanto odia la sua famiglia https://t.co/QCV1guCiYw	0	0	quel libro cui philip roth cazzi palle sperma figa mestruo quanto la sua famiglia https://t.co/qcv1guciyw
3631	3632	@cmdotcom @ruiu19 @ruiu19 Sei solo una LURIDA CAGNA! Tu e i 250 milioni!! Intanto con le cessioni sono 160 milioni e spalmati in tre anni, per cui poco più di 50 milioni di euro a stagione! Ricordo che se prendevamo 4 giocatori forti e basta, poi se c'era	0	0	@ruiu19 @ruiu19 una lurida cagna tu i 250 milioni le cessioni milioni anni cui più milioni euro stagione giocatori c'
3632	3633	MA PORCA TROIA MI CALCOLI CHE CAZZO @AWSTEN https://t.co/vVZE1azyM7	0	0	porca troia mi calcoli che cazzo @awsten https://t.co/vvze1azym7
3633	3634	Perchè è un po' come me. Tutte quelle volte in cui è stato preso a schiaffi in faccia dalla vita, tutte quelle cose schifose che scrivono su di lui, le legge. E fanno male. Io non voglio che stia male. Gli auguro tutta la felicità di questo mondo, gli auguro momenti felici	0	0	me cui schiaffi faccia vita tutte quelle cose che lui le legge io gli la felicità questo mondo gli momenti
3634	3635	"@AsiaArgento ciao Asia leggo su liberoquotidiano (on line) :Asia Argento, la lezione di Isabella Rossellini etc"". Che ne pensi? Cari Saluti"""	0	0	ciao asia liberoquotidiano on line asia argento la lezione isabella rossellini che ne saluti
3635	3636	CHE CAZZO MA IO NON PENSAVO CI TOGLIESSE PUNTI https://t.co/NjwvzNqCfl	0	0	che cazzo ma pensavo ci togliesse punti https://t.co/njwvznqcfl
3636	3637	Si ma allora che cazzo vuole porca puttana mi sto incazzando	0	0	si che cazzo porca puttana mi
3637	3638	@Ruttosporc Cioè.. perché crozza ha sfanculato il marocchino lì..?!?  Figa che sfigati	0	0	crozza il marocchino figa che
